Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.0107","0.1096","0.0000","0.0602"
"0.0050","0.0107","0.1093","0.0000","0.0603"
"0.0100","0.0107","0.1093","0.0000","0.0603"
"0.0150","0.0108","0.1094","0.0000","0.0603"
"0.0200","0.0108","0.1095","0.0000","0.0603"
"0.0250","0.0108","0.1096","0.0000","0.0604"
"0.0300","0.0108","0.1096","0.0000","0.0603"
"0.0350","0.0108","0.1095","0.0000","0.0603"
"0.0400","0.0108","0.1095","0.0000","0.0603"
"0.0450","0.0108","0.1094","0.0000","0.0603"
"0.0500","0.0108","0.1095","0.0001","0.0602"
"0.0550","0.0110","0.1097","0.0003","0.0603"
"0.0600","0.0113","0.1099","0.0006","0.0603"
"0.0650","0.0117","0.1102","0.0010","0.0602"
"0.0700","0.0124","0.1110","0.0016","0.0603"
"0.0750","0.0132","0.1124","0.0025","0.0603"
"0.0800","0.0143","0.1148","0.0036","0.0603"
"0.0850","0.0155","0.1179","0.0047","0.0602"
"0.0900","0.0167","0.1216","0.0060","0.0603"
"0.0950","0.0179","0.1258","0.0072","0.0603"
"0.1000","0.0192","0.1307","0.0084","0.0602"
"0.1050","0.0204","0.1361","0.0097","0.0603"
"0.1100","0.0217","0.1420","0.0109","0.0603"
"0.1150","0.0230","0.1483","0.0123","0.0602"
"0.1200","0.0244","0.1549","0.0137","0.0602"
"0.1250","0.0259","0.1618","0.0152","0.0603"
"0.1300","0.0275","0.1690","0.0167","0.0603"
"0.1350","0.0289","0.1760","0.0181","0.0602"
"0.1400","0.0302","0.1830","0.0194","0.0603"
"0.1450","0.0314","0.1901","0.0207","0.0603"
"0.1500","0.0327","0.1974","0.0220","0.0602"
"0.1550","0.0341","0.2049","0.0234","0.0603"
"0.1600","0.0355","0.2124","0.0248","0.0603"
"0.1650","0.0370","0.2197","0.0263","0.0602"
"0.1700","0.0386","0.2272","0.0279","0.0603"
"0.1750","0.0402","0.2347","0.0295","0.0603"
"0.1800","0.0418","0.2421","0.0311","0.0603"
"0.1850","0.0435","0.2495","0.0328","0.0602"
"0.1900","0.0452","0.2570","0.0345","0.0603"
"0.1950","0.0468","0.2646","0.0361","0.0603"
"0.2000","0.0484","0.2723","0.0377","0.0602"
"0.2050","0.0499","0.2803","0.0392","0.0603"
"0.2100","0.0514","0.2881","0.0407","0.0603"
"0.2150","0.0529","0.2956","0.0421","0.0602"
"0.2200","0.0543","0.3029","0.0436","0.0602"
"0.2250","0.0558","0.3100","0.0451","0.0603"
"0.2300","0.0574","0.3174","0.0466","0.0603"
"0.2350","0.0591","0.3250","0.0483","0.0602"
"0.2400","0.0608","0.3328","0.0501","0.0603"
"0.2450","0.0625","0.3407","0.0518","0.0603"
"0.2500","0.0642","0.3484","0.0534","0.0602"
"0.2550","0.0657","0.3558","0.0550","0.0603"
"0.2600","0.0672","0.3629","0.0564","0.0603"
"0.2650","0.0685","0.3700","0.0577","0.0602"
"0.2700","0.0697","0.3770","0.0590","0.0603"
"0.2750","0.0709","0.3838","0.0601","0.0603"
"0.2800","0.0721","0.3904","0.0614","0.0603"
"0.2850","0.0734","0.3967","0.0626","0.0602"
"0.2900","0.0747","0.4024","0.0640","0.0603"
"0.2950","0.0761","0.4078","0.0653","0.0603"
"0.3000","0.0775","0.4133","0.0668","0.0602"
"0.3050","0.0790","0.4191","0.0682","0.0603"
"0.3100","0.0804","0.4253","0.0697","0.0603"
"0.3150","0.0818","0.4315","0.0711","0.0602"
"0.3200","0.0833","0.4375","0.0725","0.0602"
"0.3250","0.0847","0.4433","0.0740","0.0603"
"0.3300","0.0862","0.4490","0.0755","0.0602"
"0.3350","0.0878","0.4549","0.0770","0.0602"
"0.3400","0.0894","0.4611","0.0786","0.0603"
"0.3450","0.0911","0.4677","0.0803","0.0603"
"0.3500","0.0928","0.4746","0.0820","0.0602"
"0.3550","0.0945","0.4819","0.0838","0.0603"
"0.3600","0.0963","0.4891","0.0855","0.0603"
"0.3650","0.0980","0.4965","0.0872","0.0602"
"0.3700","0.0997","0.5039","0.0889","0.0603"
"0.3750","0.1013","0.5114","0.0905","0.0603"
"0.3800","0.1028","0.5189","0.0921","0.0603"
"0.3850","0.1044","0.5263","0.0936","0.0602"
"0.3900","0.1059","0.5335","0.0952","0.0603"
"0.3950","0.1075","0.5406","0.0967","0.0603"
"0.4000","0.1091","0.5477","0.0983","0.0602"
"0.4050","0.1107","0.5546","0.1000","0.0603"
"0.4100","0.1125","0.5616","0.1017","0.0603"
"0.4150","0.1142","0.5685","0.1035","0.0603"
"0.4200","0.1159","0.5752","0.1051","0.0603"
"0.4250","0.1175","0.5818","0.1067","0.0603"
"0.4300","0.1189","0.5883","0.1082","0.0603"
"0.4350","0.1203","0.5948","0.1095","0.0602"
"0.4400","0.1215","0.6011","0.1108","0.0603"
"0.4450","0.1227","0.6071","0.1120","0.0603"
"0.4500","0.1239","0.6128","0.1132","0.0602"
"0.4550","0.1251","0.6183","0.1144","0.0603"
"0.4600","0.1264","0.6236","0.1156","0.0603"
"0.4650","0.1277","0.6288","0.1170","0.0602"
"0.4700","0.1291","0.6340","0.1184","0.0602"
"0.4750","0.1306","0.6391","0.1198","0.0603"
"0.4800","0.1320","0.6439","0.1213","0.0603"
"0.4850","0.1334","0.6487","0.1227","0.0602"
"0.4900","0.1348","0.6535","0.1241","0.0603"
"0.4950","0.1363","0.6583","0.1256","0.0603"
"0.5000","0.1378","0.6635","0.1270","0.0602"
"0.5050","0.1392","0.6692","0.1285","0.0603"
"0.5100","0.1408","0.6753","0.1301","0.0603"
"0.5150","0.1424","0.6816","0.1317","0.0602"
"0.5200","0.1441","0.6880","0.1333","0.0603"
"0.5250","0.1458","0.6941","0.1351","0.0603"
"0.5300","0.1475","0.7003","0.1367","0.0603"
"0.5350","0.1491","0.7066","0.1384","0.0602"
"0.5400","0.1508","0.7129","0.1401","0.0603"
"0.5450","0.1524","0.7194","0.1416","0.0603"
"0.5500","0.1539","0.7257","0.1431","0.0602"
"0.5550","0.1553","0.7320","0.1446","0.0603"
"0.5600","0.1567","0.7381","0.1460","0.0603"
"0.5650","0.1582","0.7440","0.1475","0.0602"
"0.5700","0.1597","0.7498","0.1489","0.0602"
"0.5750","0.1612","0.7558","0.1505","0.0603"
"0.5800","0.1628","0.7618","0.1521","0.0603"
"0.5850","0.1644","0.7674","0.1537","0.0602"
"0.5900","0.1659","0.7728","0.1552","0.0603"
"0.5950","0.1674","0.7781","0.1567","0.0603"
"0.6000","0.1689","0.7836","0.1581","0.0602"
"0.6050","0.1702","0.7893","0.1595","0.0603"
"0.6100","0.1715","0.7950","0.1607","0.0603"
"0.6150","0.1727","0.8007","0.1620","0.0602"
"0.6200","0.1739","0.8063","0.1632","0.0603"
"0.6250","0.1751","0.8115","0.1644","0.0603"
"0.6300","0.1764","0.8164","0.1656","0.0603"
"0.6350","0.1776","0.8213","0.1669","0.0602"
"0.6400","0.1790","0.8262","0.1682","0.0603"
"0.6450","0.1804","0.8312","0.1696","0.0603"
"0.6500","0.1818","0.8363","0.1711","0.0602"
"0.6550","0.1833","0.8412","0.1726","0.0603"
"0.6600","0.1848","0.8461","0.1740","0.0603"
"0.6650","0.1862","0.8511","0.1755","0.0602"
"0.6700","0.1877","0.8565","0.1769","0.0602"
"0.6750","0.1891","0.8622","0.1784","0.0603"
"0.6800","0.1907","0.8684","0.1800","0.0603"
"0.6850","0.1923","0.8746","0.1816","0.0602"
"0.6900","0.1940","0.8808","0.1833","0.0603"
"0.6950","0.1958","0.8872","0.1850","0.0603"
"0.7000","0.1976","0.8936","0.1868","0.0602"
"0.7050","0.1994","0.9002","0.1887","0.0603"
"0.7100","0.2013","0.9076","0.1905","0.0603"
"0.7150","0.2031","0.9151","0.1924","0.0602"
"0.7200","0.2048","0.9226","0.1941","0.0602"
"0.7250","0.2064","0.9299","0.1957","0.0603"
"0.7300","0.2079","0.9369","0.1972","0.0603"
"0.7350","0.2094","0.9435","0.1987","0.0602"
"0.7400","0.2110","0.9501","0.2002","0.0603"
"0.7450","0.2125","0.9566","0.2018","0.0603"
"0.7500","0.2141","0.9630","0.2034","0.0602"
"0.7550","0.2158","0.9697","0.2051","0.0603"
"0.7600","0.2175","0.9766","0.2068","0.0603"
"0.7650","0.2192","0.9834","0.2084","0.0602"
"0.7700","0.2208","0.9900","0.2100","0.0603"
"0.7750","0.2223","0.9967","0.2116","0.0603"
"0.7800","0.2237","1.0036","0.2129","0.0603"
"0.7850","0.2249","1.0105","0.2142","0.0602"
"0.7900","0.2262","1.0172","0.2154","0.0603"
"0.7950","0.2274","1.0235","0.2166","0.0603"
"0.8000","0.2286","1.0296","0.2179","0.0602"
"0.8050","0.2298","1.0355","0.2191","0.0603"
"0.8100","0.2311","1.0411","0.2204","0.0603"
"0.8150","0.2325","1.0466","0.2217","0.0602"
"0.8200","0.2339","1.0519","0.2231","0.0602"
"0.8250","0.2353","1.0574","0.2246","0.0603"
"0.8300","0.2368","1.0631","0.2261","0.0603"
"0.8350","0.2382","1.0689","0.2275","0.0602"
"0.8400","0.2396","1.0747","0.2288","0.0603"
"0.8450","0.2410","1.0808","0.2303","0.0603"
"0.8500","0.2424","1.0871","0.2317","0.0602"
"0.8550","0.2439","1.0935","0.2331","0.0603"
"0.8600","0.2454","1.0999","0.2347","0.0603"
"0.8650","0.2470","1.1064","0.2363","0.0602"
"0.8700","0.2487","1.1131","0.2379","0.0602"
"0.8750","0.2503","1.1202","0.2396","0.0603"
"0.8800","0.2520","1.1276","0.2413","0.0603"
"0.8850","0.2537","1.1352","0.2430","0.0602"
"0.8900","0.2554","1.1429","0.2447","0.0603"
"0.8950","0.2570","1.1505","0.2462","0.0603"
"0.9000","0.2585","1.1580","0.2477","0.0602"
"0.9050","0.2599","1.1655","0.2492","0.0603"
"0.9100","0.2613","1.1729","0.2506","0.0603"
"0.9150","0.2628","1.1803","0.2521","0.0602"
"0.9200","0.2643","1.1877","0.2536","0.0603"
"0.9250","0.2659","1.1950","0.2551","0.0603"
"0.9300","0.2675","1.2023","0.2568","0.0603"
"0.9350","0.2693","1.2098","0.2586","0.0602"
"0.9400","0.2710","1.2174","0.2603","0.0603"
"0.9450","0.2727","1.2250","0.2620","0.0603"
"0.9500","0.2743","1.2324","0.2636","0.0602"
"0.9550","0.2758","1.2397","0.2651","0.0603"
"0.9600","0.2772","1.2469","0.2665","0.0603"
"0.9650","0.2785","1.2538","0.2678","0.0602"
"0.9700","0.2798","1.2604","0.2691","0.0603"
"0.9750","0.2811","1.2667","0.2704","0.0603"
"0.9800","0.2824","1.2729","0.2717","0.0603"
"0.9850","0.2838","1.2792","0.2730","0.0602"
"0.9900","0.2852","1.2853","0.2745","0.0603"
"0.9950","0.2867","1.2912","0.2759","0.0603"
"1.0000","0.2881","1.2969","0.2774","0.0602"
"1.0050","0.2896","1.3026","0.2788","0.0603"
"1.0100","0.2910","1.3086","0.2802","0.0603"
"1.0150","0.2924","1.3145","0.2817","0.0602"
"1.0200","0.2939","1.3204","0.2831","0.0602"
"1.0250","0.2953","1.3263","0.2846","0.0603"
"1.0300","0.2968","1.3321","0.2861","0.0603"
"1.0350","0.2984","1.3381","0.2876","0.0602"
"1.0400","0.3000","1.3444","0.2893","0.0603"
"1.0450","0.3017","1.3510","0.2910","0.0603"
"1.0500","0.3035","1.3581","0.2928","0.0602"
"1.0550","0.3052","1.3658","0.2945","0.0603"
"1.0600","0.3070","1.3738","0.2963","0.0603"
"1.0650","0.3087","1.3820","0.2980","0.0602"
"1.0700","0.3103","1.3900","0.2996","0.0602"
"1.0750","0.3119","1.3979","0.3012","0.0603"
"1.0800","0.3134","1.4057","0.3027","0.0603"
"1.0850","0.3150","1.4136","0.3043","0.0602"
"1.0900","0.3166","1.4214","0.3059","0.0603"
"1.0950","0.3183","1.4291","0.3075","0.0603"
"1.1000","0.3200","1.4366","0.3092","0.0602"
"1.1050","0.3216","1.4439","0.3109","0.0603"
"1.1100","0.3233","1.4510","0.3126","0.0603"
"1.1150","0.3249","1.4581","0.3142","0.0602"
"1.1200","0.3264","1.4649","0.3156","0.0603"
"1.1250","0.3277","1.4717","0.3170","0.0603"
"1.1300","0.3289","1.4784","0.3182","0.0603"
"1.1350","0.3301","1.4847","0.3194","0.0602"
"1.1400","0.3313","1.4907","0.3205","0.0603"
"1.1450","0.3324","1.4964","0.3216","0.0603"
"1.1500","0.3335","1.5018","0.3228","0.0602"
"1.1550","0.3348","1.5068","0.3240","0.0603"
"1.1600","0.3361","1.5118","0.3253","0.0603"
"1.1650","0.3374","1.5167","0.3267","0.0602"
"1.1700","0.3388","1.5216","0.3281","0.0602"
